Date,Open,High,Low,Close,Volume,Market Cap,EMA10,EMA30,ATR
2013-06-23,108.2,108.8,106.23,107.6,0.0,1218626490.0,107.45039462280745,112.25857941447988,6.589037525923413
2013-06-24,107.9,108.33,100.98,102.74,0.0,1163935726.0,106.59395923684247,111.6444775167715,6.643391988357454
2013-06-25,102.09,106.47,101.01,103.95,0.0,1178086140.0,106.11323937559838,111.14805961246367,6.5588639891890645
2013-06-26,103.33,105.49,102.79,104.0,0.0,1179105200.0,105.72901403458049,110.6868944761757,6.2832308471041305
2013-06-27,104.0,104.0,101.1,101.44,0.0,1150468023.0,104.94919330102039,110.09032063900308,6.041571500882407
2013-06-28,101.74,101.74,92.33,94.65,0.0,1073887457.0,103.07661270083486,109.09417092035773,6.282173536533664
2013-06-29,94.66,99.99,93.0,94.99,0.0,1078198524.0,101.60631948250123,108.1842244093669,6.332732569638402
2013-06-30,95.0,98.12,94.22,96.61,0.0,1096957771.0,100.6978977584101,107.43750025392389,6.158965957521374
2013-07-01,97.51,97.66,86.3,88.05,0.0,1000065296.0,98.3982799841537,106.18669378592881,6.530468389126991
2013-07-02,88.05,92.3,87.51,90.13,0.0,1024082228.0,96.89495635067121,105.15077805780437,6.406149218475062
2013-07-03,90.4,90.98,76.98,77.53,0.0,881233116.0,93.37405519600371,103.3687923766557,6.94856713144113
2013-07-04,78.89,83.11,72.0,80.53,0.0,915618609.0,91.03877243309394,101.89532190074243,7.245812336338192
2013-07-05,79.99,80.0,65.53,68.43,0.0,778411179.0,86.92808653616775,99.7362688748881,7.799682883742607
2013-07-06,68.5,75.0,66.82,70.28,0.0,799741619.0,83.90116171140998,97.83586443134693,7.826848392046707
2013-07-07,68.75,74.56,66.62,74.56,0.0,848838979.0,82.2027686729718,96.33419575835681,7.8349306497576565
2013-07-08,76.5,80.0,72.6,76.52,0.0,871457940.0,81.16953800515873,95.05586054814025,7.803864174774967
2013-07-09,76.0,78.3,72.52,76.69,0.0,873841849.0,80.35507654967532,93.87096631922797,7.6593024480053264
2013-07-10,76.72,87.0,76.2,86.76,0.0,988957719.0,81.51960808609799,93.41219429863263,7.883637987433517
2013-07-11,88.0,90.28,85.08,88.98,0.0,1014650063.0,82.8760429795347,93.126246279366,7.691949559759696
2013-07-12,88.98,104.0,88.17,93.59,0.0,1067634684.0,84.82403516507384,93.15616587424562,8.273238876919718
2013-07-13,93.99,98.25,88.06,98.13,0.0,1119796120.0,87.24330149869677,93.47705839848784,8.410150385711168
2013-07-14,98.7,98.7,92.86,94.69,0.0,1080917760.0,88.5972466807519,93.5553126953596,8.226568215303228
2013-07-15,93.61,101.9,93.11,98.4,0.0,1123658944.0,90.37956546606972,93.86787316662672,8.26681334278157
2013-07-16,98.89,99.86,96.14,97.45,0.0,1113217032.0,91.66509901769341,94.09897812361855,7.942040961154315
2013-07-17,96.71,99.97,96.18,98.5,0.0,1125658000.0,92.9078082872037,94.38291501886897,7.645466606786149
2013-07-18,98.5,98.8,86.2,90.58,0.0,1035512825.0,92.48457041680301,94.13756566281292,7.999361849158567
2013-07-19,90.07,95.2,87.8,92.17,0.0,1054083771.0,92.42737579556609,94.01062594263145,7.956550288504385
2013-07-20,92.0,93.1,89.27,89.39,0.0,1022707665.0,91.87512565091771,93.71252104310685,7.6617966964683575
2013-07-21,89.82,91.95,88.0,90.76,0.0,1038798980.0,91.67237553256903,93.52203581451931,7.396668361006332
2013-07-22,92.0,92.0,90.08,91.61,0.0,1048939081.0,91.66103452664738,93.39867866519549,7.005477763791594
2013-07-23,91.6,96.82,91.6,95.56,0.0,1094484058.0,92.36993733998422,93.53811875131193,6.877943637806481
2013-07-24,95.56,95.99,93.0,94.51,0.0,1082848325.0,92.75903964180527,93.60082076735632,6.600233377963161
2013-07-25,94.5,97.33,93.87,96.9,0.0,1110587858.0,93.5119415251134,93.81367104043011,6.3759309938229345
2013-07-26,96.95,97.47,96.0,96.02,0.0,1100902800.0,93.96795215691095,93.95601484427333,6.02550735140701
2013-07-27,96.02,97.0,93.0,94.12,0.0,1079491697.0,93.99559721929077,93.96659453173957,5.8808282548779385
2013-07-28,94.4,100.58,94.0,99.76,0.0,1144602838.0,95.043670452147,94.34036262646606,5.930769093815228
2013-07-29,98.6,102.5,98.46,101.2,0.0,1161619140.0,96.16300309721117,94.78291987637148,5.7957141585427125
2013-07-30,101.49,107.99,100.47,107.99,0.0,1240092366.0,98.3133661704455,95.63498956176687,5.9188774329325184
2013-07-31,107.95,111.34,103.88,106.09,0.0,1218777834.0,99.72729959400087,96.30950636423353,6.028957616294482
2013-08-01,106.21,108.0,103.01,104.0,0.0,1195225200.0,100.50415421327342,96.8056672439604,5.954746357987734
2013-08-02,104.86,108.0,101.21,104.5,0.0,1201487185.0,101.23067162904188,97.30207580886619,6.014407332417182
2013-08-03,104.5,105.78,102.0,104.0,0.0,1196226508.0,101.73418587830699,97.73419995022967,5.854806808673098
2013-08-04,104.95,105.95,103.52,105.14,0.0,1209797378.0,102.35342480952389,98.21199350182775,5.610177750910735
2013-08-05,105.12,107.77,105.0,106.22,0.0,1222677176.0,103.05643848051953,98.728639082355,5.407307911559968
2013-08-06,106.72,107.38,105.56,106.75,0.0,1229098150.0,103.72799512042506,99.2461462383321,5.151071632162828
2013-08-07,106.75,106.75,106.75,106.75,0.0,1229098150.0,104.27745055307504,99.73026583585907,4.783137944151197
2013-08-08,106.75,106.75,101.26,103.0,0.0,1187105900.0,104.0451868161523,99.94121642709398,4.83362809099754
2013-08-09,103.07,105.75,101.93,102.8,0.0,1185307130.0,103.81878921321551,100.12565407695888,4.761226084497715
2013-08-10,102.8,103.9,102.41,103.0,0.0,1188153925.0,103.66991844717631,100.31109574941316,4.527567078462165
2013-08-11,103.0,105.19,102.75,105.0,0.0,1211789250.0,103.91175145678062,100.61360570106393,4.3784551442862965
2013-08-12,105.0,108.0,103.5,106.64,0.0,1231248581.0,104.40779664645687,101.00240533325336,4.387136919694418
2013-08-13,106.99,109.35,104.65,109.0,0.0,1259042650.0,105.24274271073745,101.51837918272089,4.409484282573388
2013-08-14,109.56,115.0,108.0,112.56,0.0,1300656724.0,106.573153126967,102.23074181609374,4.594521119532431
2013-08-15,112.56,113.25,109.0,109.99,0.0,1271404657.0,107.194398012973,102.73133911828124,4.569912468137258
2013-08-16,110.0,112.3,108.52,108.99,0.0,1260352119.0,107.52087110152335,103.13512369129536,4.513490148984598
2013-08-17,108.99,113.75,108.22,113.5,0.0,1312996375.0,108.60798544670092,103.80382538863115,4.586097995485699
2013-08-18,112.75,114.69,112.0,113.5,0.0,1313544013.0,109.49744263820985,104.42938504097754,4.450662424379577
2013-08-19,113.38,123.06,111.77,119.0,0.0,1377725475.0,111.2251803403535,105.36942471575318,4.939186536923893
2013-08-20,119.0,123.01,117.51,121.21,0.0,1403829641.0,113.04060209665286,106.39139731473685,4.97924464142933
2013-08-21,121.21,124.91,119.68,123.3,0.0,1428698678.0,114.9059471699887,107.48227490733447,4.9971557384700915
2013-08-22,123.3,123.5,120.6,121.15,0.0,1404437433.0,116.04122950271802,108.36406362299032,4.847358900007943
2013-08-23,122.0,122.0,118.44,118.5,0.0,1374309422.0,116.48827868404202,109.01799500215223,4.755404692864518
2013-08-24,118.51,121.39,118.02,120.04,0.0,1392768092.0,117.13404619603438,109.72909209878759,4.656447214802767
2013-08-25,119.6,122.99,119.17,122.11,0.0,1417198897.0,118.03876506948266,110.52786035047872,4.596700985173997
2013-08-26,122.11,122.75,119.93,120.06,0.0,1393847159.0,118.40626232957672,111.14283710206075,4.469793771947282
2013-08-27,120.07,127.24,120.07,126.5,0.0,1469193138.0,119.8778509969264,112.13362180515361,4.663379931093905
2013-08-28,126.48,127.32,122.62,122.62,0.0,1424675798.0,120.37642354293978,112.81016233385338,4.6659956503014826
2013-08-29,122.62,123.7,122.21,122.39,0.0,1422584866.0,120.74252835331436,113.42821637683059,4.439138818137092
2013-08-30,122.35,135.75,120.99,133.49,0.0,1552288465.0,123.06025047089355,114.72252499768024,5.176343188270157
2013-08-31,133.09,140.89,132.72,135.35,0.0,1574672051.0,125.29475038527653,116.05332983653959,5.39017581767943
2013-09-01,135.14,145.81,134.81,138.34,0.0,1610215347.0,127.66661395158988,117.49117952450479,5.790877544988042
2013-09-02,138.63,146.5,134.89,135.85,0.0,1581969854.0,129.15450232402807,118.67561955518191,6.206529148917469
2013-09-03,135.61,138.34,133.0,136.77,0.0,1593346565.0,130.53913826511388,119.84299893871857,6.144634209709079
2013-09-04,136.53,144.5,123.61,126.74,0.0,1477012118.0,129.84838585327498,120.28796674912383,7.1978746233012885
2013-09-05,126.76,131.44,121.83,126.43,0.0,1473965191.0,129.22686115267953,120.68422695885778,7.370169293065483
2013-09-06,126.49,127.34,119.15,119.15,0.0,1389646450.0,127.39470457946507,120.58524457441534,7.428728629275091
2013-09-07,118.89,125.94,118.46,124.15,0.0,1448411494.0,126.8047582922896,120.81522879542082,7.432390870041156
2013-09-08,124.13,124.72,120.49,121.66,0.0,1419836072.0,125.8693476936915,120.86973016345819,7.203648665038217
2013-09-09,121.86,129.06,119.75,127.11,0.0,1484085516.0,126.09492084029303,121.27232821742864,7.354102331821202
2013-09-10,127.27,129.74,125.9,125.91,0.0,1470679164.0,126.06129886933066,121.57153284856228,7.103095022405403
2013-09-11,125.89,137.83,123.27,135.25,0.0,1580450350.0,127.73197180217963,122.45401460026794,7.6357310922335895
2013-09-12,135.55,136.08,131.81,133.13,0.0,1556386219.0,128.7134314745106,123.14278785186357,7.39532172850262
2013-09-13,132.83,137.58,132.27,134.98,0.0,1578699084.0,129.85280757005413,123.90647895819495,7.246370176466719
2013-09-14,135.01,135.85,128.87,129.22,0.0,1512038756.0,129.7377516482261,124.24928676734368,7.227343735290525
2013-09-15,129.4,131.44,128.26,130.37,0.0,1526085146.0,129.85270589400318,124.64417149203119,6.938247754198345
2013-09-16,130.86,132.72,129.77,131.72,0.0,1542395098.0,130.1922139132753,125.10067655706145,6.653372914612748
2013-09-17,131.59,132.76,124.89,131.66,0.0,1542278406.0,130.45908411086162,125.5238587146704,6.740274849283265
2013-09-18,131.71,133.2,130.54,131.47,0.0,1540598328.0,130.64288699979585,125.90748073307877,6.448826645763032
2013-09-19,131.37,131.77,128.45,129.65,0.0,1519883709.0,130.46236209074206,126.14893358900918,6.2253390282085315
2013-09-20,129.7,135.62,126.68,127.04,0.0,1489921944.0,129.84011443787986,126.20642174455699,6.419243383336493
2013-09-21,126.95,128.61,126.24,127.43,0.0,1495101147.0,129.4019118128108,126.28536227716623,6.130011713098173
2013-09-22,127.87,133.94,126.59,129.12,0.0,1515584736.0,129.35065511957245,126.46824213025228,6.21715373359116
2013-09-23,128.98,132.73,125.66,125.95,0.0,1479037148.0,128.73235418874108,126.43480715410698,6.278071324048934
2013-09-24,126.05,127.46,125.39,127.25,0.0,1494974356.0,128.4628352453336,126.48740024093878,5.977494800902582
2013-09-25,127.38,129.69,127.33,128.22,0.0,1507033770.0,128.41868338254568,126.59918087055564,5.724816600838111
2013-09-26,128.21,134.93,127.32,128.38,0.0,1509434269.0,128.41165004026465,126.714072427294,5.859472557921105
2013-09-27,128.94,134.74,128.49,133.78,0.0,1573520360.0,129.38771366930743,127.1699387223073,5.895224518069599
2013-09-28,133.77,135.63,132.56,134.78,0.0,1585878762.0,130.368129365797,127.66091041764233,5.693422766778912
2013-09-29,134.9,140.61,134.71,137.34,0.0,1616584505.0,131.63574220837936,128.28536781005252,5.708178283437562
2013-09-30,137.15,138.35,130.27,133.0,0.0,1566038425.0,131.8837890795831,128.58953762875882,5.877594120334877
2013-10-01,132.68,134.63,131.55,132.18,0.0,1557001092.0,131.93764561056798,128.82118036238728,5.677765968882385
2013-10-02,132.05,133.59,102.25,114.13,0.0,1344930746.0,128.69989186319197,127.87336227449133,7.510782685390787
2013-10-03,114.45,123.63,111.82,123.63,0.0,1457492615.0,127.77809334261161,127.59959696645963,7.8178696364343025
2013-10-04,123.41,130.09,123.41,129.01,0.0,1521498787.0,128.00207637122767,127.69059071055902,7.7365932338318535
2013-10-05,128.63,130.44,128.03,128.55,0.0,1516777519.0,128.10169884918628,127.74603647116813,7.35612228855815
2013-10-06,128.36,129.66,126.15,129.0,0.0,1522686975.0,128.2650263311524,127.826937343996,7.081399267946853
2013-10-07,129.43,130.27,126.36,126.94,0.0,1498859918.0,128.02411245276105,127.76971557986722,6.854870748807794
2013-10-08,126.74,127.47,124.71,126.0,0.0,1488277350.0,127.65609200680449,127.65554038116612,6.562379981035809
2013-10-09,125.85,131.75,125.58,130.69,0.0,1544249376.0,128.20771164193093,127.85131196947799,6.534352839533252
2013-10-10,130.67,131.5,129.26,130.59,0.0,1543701125.0,128.64085497976166,128.02800151983425,6.227613350995163
2013-10-11,130.75,131.81,129.64,130.9,0.0,1547971040.0,129.051608619805,128.21329174436107,5.937783825924082
2013-10-12,130.9,135.66,130.56,135.19,0.0,1599426131.0,130.16767977984046,128.6634019544023,5.877942124072361
2013-10-13,135.19,138.66,134.55,138.13,0.0,1634968839.0,131.61537436532402,129.2741502154086,5.751660543781477
2013-10-14,139.27,144.12,138.9,140.52,0.0,1664129178.0,133.23439720799237,129.9996889111887,5.76868479065423
2013-10-15,140.77,145.39,139.13,145.24,0.0,1720981439.0,135.41723407926648,130.98293478788622,5.803778734178927
2013-10-16,145.65,152.23,142.43,142.55,0.0,1689851848.0,136.71410061030895,131.7291970596355,6.089223110309002
2013-10-17,142.41,147.42,142.41,146.25,0.0,1734327563.0,138.44790049934366,132.66602305578806,6.012135745286931
2013-10-18,146.37,155.96,145.57,155.96,0.0,1850219763.0,141.6319185903721,134.1688602779953,6.324840334909294
2013-10-19,155.91,177.48,155.7,172.42,0.0,2046457291.0,147.2297515739408,136.63667574393108,7.428780310987202
2013-10-20,171.66,174.91,168.95,174.61,0.0,2073319140.0,152.207978560497,139.0865676314194,7.3238674316309735
2013-10-21,174.8,184.82,174.8,182.21,0.0,2164518143.0,157.66289154949754,141.8687245584246,7.530019757943046
2013-10-22,182.65,196.27,182.65,193.76,0.0,2302910260.0,164.2260021768616,145.21654878046172,7.996446918089972
2013-10-23,193.36,213.62,192.38,213.62,0.0,2540139399.0,173.20672905379587,149.62967466559323,8.94241499536926
2013-10-24,214.3,217.42,168.52,198.23,0.0,2358198593.0,177.7564146803784,152.76517952587753,11.796528209985741
2013-10-25,197.69,198.87,168.5,186.69,0.0,2222012384.0,179.3807029203096,154.9538776209822,13.12320476641533
2013-10-26,187.45,188.41,175.75,177.32,0.0,2111296044.0,179.00602966207148,156.3968532583382,13.09011871167138
2013-10-27,176.6,196.44,176.6,196.44,0.0,2339831217.0,182.17584245078575,158.98028208038093,13.572253089409138
2013-10-28,196.21,198.62,192.06,198.55,0.0,2365837416.0,185.15296200518833,161.53316710745315,13.071377868737056
2013-10-29,198.55,204.79,198.55,204.39,0.0,2436241934.0,188.65060527697224,164.29812406826264,12.583422306684408
2013-10-30,204.39,209.16,199.97,199.97,0.0,2384492273.0,190.70867704479548,166.59953541869731,12.341034999064094
2013-10-31,199.83,205.18,198.85,204.0,0.0,2433658800.0,193.125281218469,169.01246861749104,11.911675356273804
2013-11-01,203.9,206.65,202.13,206.18,0.0,2460742837.0,195.49886645147464,171.4103738679755,11.383698545111391
2013-11-02,205.81,207.76,201.65,206.22,0.0,2462261645.0,197.44816346029742,173.65615619907388,11.007005791889148
2013-11-03,205.99,215.05,203.99,215.05,0.0,2568713111.0,200.64849737660697,176.32672676687557,11.010791092468496
2013-11-04,214.66,231.01,213.94,229.1,0.0,2737659088.0,205.82149785358752,179.73145407223845,11.443591728720747
2013-11-05,229.21,250.66,226.22,245.24,0.0,2931598960.0,212.98849824384433,183.95781187402952,12.371906605240694
2013-11-06,244.78,263.0,244.78,262.5,0.0,3138994688.0,221.99058947223625,189.02504981764054,12.789627562009217
2013-11-07,261.68,304.17,261.55,296.41,0.0,3545560087.0,235.52139138637511,195.95311111972825,14.920368450437131
2013-11-08,297.85,338.66,296.93,338.11,0.0,4045494603.0,254.17386567976143,205.12452330555223,16.87248498969162
2013-11-09,338.58,370.82,319.71,339.11,0.0,4058705857.0,269.6167991925321,213.76874760841983,19.31802177614222
2013-11-10,348.82,350.7,277.24,326.62,0.0,3910613095.0,279.9810175211626,221.04947356916693,23.185305934989202
2013-11-11,325.41,351.27,311.78,342.44,0.0,4101635027.0,291.33719615367846,228.8811204356723,24.34992693963283
2013-11-12,343.06,362.81,342.8,360.33,0.0,4317726291.0,303.8813423075551,237.36169331079023,24.065646443944775
2013-11-13,360.97,414.05,359.8,407.37,0.0,4883103453.0,322.6974618879996,248.329971161707,26.22167169794872
2013-11-14,406.41,425.9,395.19,420.2,0.0,5038817795.0,340.42519609018154,259.41836011901626,26.54226657666667
2013-11-15,419.41,437.89,396.11,417.95,0.0,5013561020.0,354.52061498287577,269.64620785327327,27.63067610690476
2013-11-16,417.28,450.26,415.57,440.22,0.0,5282849105.0,370.10232134962564,280.65096863693304,28.134913527840137
2013-11-17,440.96,500.58,440.24,492.11,0.0,5907842064.0,392.2855356496937,294.293486789389,30.436705418708694
2013-11-18,496.58,703.78,494.94,703.56,0.0,8449069629.0,448.88089280429483,320.6977779642672,43.38194074594379
2013-11-19,712.76,806.11,456.39,584.61,0.0,7022949161.0,473.558912294423,337.7243729343145,65.26323069266209
2013-11-20,577.98,599.65,448.45,590.83,0.0,7100077964.0,494.88092824089154,354.05376822887484,71.40157135747195
2013-11-21,594.32,733.4,577.29,722.43,0.0,8684240726.0,536.2534867425476,377.8199767302378,77.45217340336681
2013-11-22,724.07,780.85,668.13,771.44,0.0,9276681716.0,579.0146709711753,403.2148169411902,79.9713038745549
2013-11-23,771.7,844.97,771.7,797.82,0.0,9597335799.0,618.7974580673251,428.6732158482102,79.51121074065813
2013-11-24,795.63,807.36,722.87,774.25,0.0,9317034156.0,647.0615566005387,450.96849224509987,79.86683854489684
2013-11-25,773.02,810.68,754.43,799.11,0.0,9619646225.0,674.7067281277134,473.4292346808999,78.17992150597563
2013-11-26,805.73,928.54,800.8,928.1,0.0,11176110593.0,720.7782321044928,502.76283244342255,81.84064139840594
2013-11-27,923.85,1001.96,891.68,1001.96,0.0,12069885699.0,771.9021899036759,534.9691013180405,83.87202415566266
2013-11-28,1003.38,1077.56,962.17,1031.95,0.0,12435823060.0,819.1836099211893,567.0323851039734,86.1233081445439
2013-11-29,1042.01,1146.97,1000.64,1131.97,0.0,13646039846.0,876.0538626627911,603.4799731617816,90.42378613421934
2013-11-30,1129.37,1156.14,1106.61,1129.43,0.0,13620389321.0,922.1222512695563,637.4122329577957,87.50280141034655
2013-12-01,1128.92,1133.08,801.82,955.85,0.0,11531708948.0,928.254569220546,657.9566050250347,104.91402988103607
2013-12-02,951.42,1055.42,938.41,1043.33,0.0,12591271606.0,949.1773748168102,682.819404700839,105.77802774667637
2013-12-03,1046.4,1096.0,1011.21,1078.28,0.0,13018451838.0,972.6505793955719,708.3329914943333,104.27888290762806
2013-12-04,1077.58,1156.12,1070.16,1151.17,0.0,13903428351.0,1005.1086558691043,736.9031210753441,102.9703912713689
2013-12-05,1152.73,1154.36,897.11,1045.11,0.0,12626914509.0,1012.381627529267,756.7874358446767,113.99036332341396
2013-12-06,1042.38,1042.38,829.45,829.45,0.0,10025645095.0,979.1213316148549,761.4753432095363,121.25248022888438
2013-12-07,835.32,854.64,640.22,698.23,0.0,8442962249.0,928.050180412154,757.3949984863403,127.90730306967835
2013-12-08,697.31,802.51,670.88,795.87,0.0,9627500113.0,904.0174203372169,759.877256648512,128.17320999327276
2013-12-09,793.8,921.93,780.9,893.19,0.0,10808715488.0,902.0487984577228,768.4780788002209,129.09155213661043
2013-12-10,892.32,997.23,892.32,988.51,0.0,11966951486.0,917.769016919955,782.6736866195615,127.36429841256684
2013-12-11,989.07,1001.58,834.23,878.48,0.0,10638546534.0,910.6255592981449,788.8547390957189,130.22041995452636
2013-12-12,882.78,901.94,844.95,873.26,0.0,10578889955.0,903.8318212439367,794.3002397992209,124.9896756720602
2013-12-13,874.98,941.79,860.05,892.58,0.0,10816819988.0,901.7860355632208,800.6408694895938,121.9004131240559
2013-12-14,899.85,904.65,858.36,872.6,0.0,10578987915.0,896.4794836426352,805.2833940386523,116.49966932948048
2013-12-15,875.29,886.16,825.0,876.12,0.0,10625517651.0,892.7777593439741,809.8534976490619,112.54683580594616
2013-12-16,880.33,882.25,668.25,705.97,0.0,8565534010.0,858.8127121905243,803.1513365104128,119.79349039123574
2013-12-17,706.37,754.83,630.88,682.12,0.0,8279623719.0,826.6867645195198,795.3428631871603,120.0903839347189
2013-12-18,678.2,679.32,420.51,522.7,0.0,6347159168.0,771.4164436977888,777.7530010460533,130.19892793938183
2013-12-19,519.06,707.23,502.89,691.96,0.0,8406397153.0,756.9698175709182,772.2179687205015,135.49471880085457
2013-12-20,694.22,729.16,595.33,625.32,0.0,7599576492.0,733.0334871034785,762.7406804159531,135.37581031507924
2013-12-21,619.9,654.27,579.17,605.66,0.0,7363114611.0,709.8746712664823,752.6064429697626,131.07039529257358
2013-12-22,601.78,666.74,585.64,617.18,0.0,7505757423.0,693.0210946725764,743.8692531007457,127.50108134310405
2013-12-23,613.06,680.91,611.04,673.41,0.0,8192487202.0,689.4554410957444,739.3234948361816,123.38457553288234
